label,FlowName,mean_lag
No adaptation,ODA Loans,4.34427797258527
Significant adaptation,ODA Loans,4.27422680412371
Principal adaptation,ODA Loans,3.54508196721311
Principal adaptation,ODA Grants,0.558964209137391
Significant adaptation,ODA Grants,0.411860223434658
No adaptation,ODA Grants,0.23983358980956
