Year,mean_lag
2002,2.38562530806112
2003,2.55730283535859
2004,2.88153959303751
2005,2.38199021471028
2006,2.81205045345564
2007,1.67966695880806
2008,1.63272481406356
2009,2.76282563528848
2010,1.11392840752639
2011,0.974535146302791
2012,0.387707881417209
2013,0.481899301078917
2014,0.414672720779552
2015,0.518721898724847
2016,0.541404571954587
2017,0.54032474054235
2018,0.466841697160969
2019,0.291867772750126
2020,0.267983378518763
2021,0.286643740124547
2022,0.302790805105597
