label,FlowName,percent_disbursed
No adaptation,ODA Grants,0.765225043741554
Significant adaptation,ODA Grants,0.742039029930835
No adaptation,ODA Loans,0.698610163586923
Principal adaptation,ODA Grants,0.635201320840727
Significant adaptation,ODA Loans,0.543992215517469
Principal adaptation,ODA Loans,0.446631916645253
